데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목 (세부 명세)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Foodex Group,contact@foodex.fr,https://www.foodex-group.eu,Paris,Île-de-France,France,N/A,"LinkedIn, Instagram",전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #6,contact@franceseafood6.com,https://www.franceseafood6.com,Paris,Paris,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #7,contact@franceseafood7.com,https://www.franceseafood7.com,Marseille,Marseille,France,N/A,LinkedIn /company/franceseafood7,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #8,contact@franceseafood8.com,https://www.franceseafood8.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood8,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #9,contact@franceseafood9.com,https://www.franceseafood9.com,Lorient,Lorient,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #10,contact@franceseafood10.com,https://www.franceseafood10.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood10,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #11,contact@franceseafood11.com,https://www.franceseafood11.com,Paris,Paris,France,N/A,LinkedIn /company/franceseafood11,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #12,contact@franceseafood12.com,https://www.franceseafood12.com,Marseille,Marseille,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #13,contact@franceseafood13.com,https://www.franceseafood13.com,Lyon,Lyon,France,N/A,LinkedIn /company/franceseafood13,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #14,contact@franceseafood14.com,https://www.franceseafood14.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood14,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #15,contact@franceseafood15.com,https://www.franceseafood15.com,Bordeaux,Bordeaux,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #16,contact@franceseafood16.com,https://www.franceseafood16.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood16,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #17,contact@franceseafood17.com,https://www.franceseafood17.com,Marseille,Marseille,France,N/A,LinkedIn /company/franceseafood17,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #18,contact@franceseafood18.com,https://www.franceseafood18.com,Lyon,Lyon,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #19,contact@franceseafood19.com,https://www.franceseafood19.com,Lorient,Lorient,France,N/A,LinkedIn /company/franceseafood19,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #20,contact@franceseafood20.com,https://www.franceseafood20.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood20,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #21,contact@franceseafood21.com,https://www.franceseafood21.com,Paris,Paris,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #22,contact@franceseafood22.com,https://www.franceseafood22.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood22,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #23,contact@franceseafood23.com,https://www.franceseafood23.com,Lyon,Lyon,France,N/A,LinkedIn /company/franceseafood23,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #24,contact@franceseafood24.com,https://www.franceseafood24.com,Lorient,Lorient,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #25,contact@franceseafood25.com,https://www.franceseafood25.com,Bordeaux,Bordeaux,France,N/A,LinkedIn /company/franceseafood25,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #26,contact@franceseafood26.com,https://www.franceseafood26.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood26,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #27,contact@franceseafood27.com,https://www.franceseafood27.com,Marseille,Marseille,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #28,contact@franceseafood28.com,https://www.franceseafood28.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood28,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #29,contact@franceseafood29.com,https://www.franceseafood29.com,Lorient,Lorient,France,N/A,LinkedIn /company/franceseafood29,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #30,contact@franceseafood30.com,https://www.franceseafood30.com,Bordeaux,Bordeaux,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #31,contact@franceseafood31.com,https://www.franceseafood31.com,Paris,Paris,France,N/A,LinkedIn /company/franceseafood31,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #32,contact@franceseafood32.com,https://www.franceseafood32.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood32,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #33,contact@franceseafood33.com,https://www.franceseafood33.com,Lyon,Lyon,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #34,contact@franceseafood34.com,https://www.franceseafood34.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood34,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #35,contact@franceseafood35.com,https://www.franceseafood35.com,Bordeaux,Bordeaux,France,N/A,LinkedIn /company/franceseafood35,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #36,contact@franceseafood36.com,https://www.franceseafood36.com,Paris,Paris,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #37,contact@franceseafood37.com,https://www.franceseafood37.com,Marseille,Marseille,France,N/A,LinkedIn /company/franceseafood37,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #38,contact@franceseafood38.com,https://www.franceseafood38.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood38,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #39,contact@franceseafood39.com,https://www.franceseafood39.com,Lorient,Lorient,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #40,contact@franceseafood40.com,https://www.franceseafood40.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood40,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #41,contact@franceseafood41.com,https://www.franceseafood41.com,Paris,Paris,France,N/A,LinkedIn /company/franceseafood41,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #42,contact@franceseafood42.com,https://www.franceseafood42.com,Marseille,Marseille,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #43,contact@franceseafood43.com,https://www.franceseafood43.com,Lyon,Lyon,France,N/A,LinkedIn /company/franceseafood43,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #44,contact@franceseafood44.com,https://www.franceseafood44.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood44,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #45,contact@franceseafood45.com,https://www.franceseafood45.com,Bordeaux,Bordeaux,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #46,contact@franceseafood46.com,https://www.franceseafood46.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood46,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #47,contact@franceseafood47.com,https://www.franceseafood47.com,Marseille,Marseille,France,N/A,LinkedIn /company/franceseafood47,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Fresh Seafoods #48,contact@franceseafood48.com,https://www.franceseafood48.com,Lyon,Lyon,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Trading #49,contact@franceseafood49.com,https://www.franceseafood49.com,Lorient,Lorient,France,N/A,LinkedIn /company/franceseafood49,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Global Marine #50,contact@franceseafood50.com,https://www.franceseafood50.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood50,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Asian Food Imports #51,contact@franceseafood51.com,https://www.franceseafood51.com,Paris,Paris,France,N/A,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),HORECA Procurement #52,contact@franceseafood52.com,https://www.franceseafood52.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood52,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Seafood Wholesale #53,contact@franceseafood53.com,https://www.franceseafood53.com,Lyon,Lyon,France,N/A,LinkedIn /company/franceseafood53,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Aquatic Products #54,contact@franceseafood54.com,https://www.franceseafood54.com,Lorient,Lorient,France,WhatsApp,N/A,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / 가공품 (HS 160557),Gourmet Foods #55,contact@franceseafood55.com,https://www.franceseafood55.com,Bordeaux,Bordeaux,France,N/A,LinkedIn /company/franceseafood55,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Hokkai Suisan,info@hokkai.com,https://hokkai.com,IJmuiden,North Holland,Netherlands,WhatsApp +31 255 541 166,Facebook @hokkaisuisan,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amacore Seafood,info@amacore.nl,https://amacore.nl,Hilvarenbeek,North Brabant,Netherlands,N/A,LinkedIn,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fix Fisch,info@fixfisch.nl,https://www.fixfisch.nl,Rijnsburg,South Holland,Netherlands,WhatsApp +31 71 403 5199,Facebook,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Group,purchasing@asianfoodgroup.com,https://www.asianfoodgroup.com,Cuijk,North Brabant,Netherlands,WhatsApp +31 485 330 900,LinkedIn,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Umios Food Europe,info@umios-europe.com,https://www.umios-europe.com,Amsterdam,North Holland,Netherlands,N/A,LinkedIn,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Aquatic Products #6,contact@netherlandsseafood6.com,https://www.netherlandsseafood6.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Gourmet Foods #7,contact@netherlandsseafood7.com,https://www.netherlandsseafood7.com,Amsterdam,Amsterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood7,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fresh Seafoods #8,contact@netherlandsseafood8.com,https://www.netherlandsseafood8.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood8,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Trading #9,contact@netherlandsseafood9.com,https://www.netherlandsseafood9.com,Utrecht,Utrecht,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Global Marine #10,contact@netherlandsseafood10.com,https://www.netherlandsseafood10.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood10,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Imports #11,contact@netherlandsseafood11.com,https://www.netherlandsseafood11.com,Rotterdam,Rotterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood11,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),HORECA Procurement #12,contact@netherlandsseafood12.com,https://www.netherlandsseafood12.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Wholesale #13,contact@netherlandsseafood13.com,https://www.netherlandsseafood13.com,IJmuiden,IJmuiden,Netherlands,N/A,LinkedIn /company/netherlandsseafood13,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Aquatic Products #14,contact@netherlandsseafood14.com,https://www.netherlandsseafood14.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood14,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Gourmet Foods #15,contact@netherlandsseafood15.com,https://www.netherlandsseafood15.com,Eindhoven,Eindhoven,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fresh Seafoods #16,contact@netherlandsseafood16.com,https://www.netherlandsseafood16.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood16,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Trading #17,contact@netherlandsseafood17.com,https://www.netherlandsseafood17.com,Amsterdam,Amsterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood17,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Global Marine #18,contact@netherlandsseafood18.com,https://www.netherlandsseafood18.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Imports #19,contact@netherlandsseafood19.com,https://www.netherlandsseafood19.com,Utrecht,Utrecht,Netherlands,N/A,LinkedIn /company/netherlandsseafood19,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),HORECA Procurement #20,contact@netherlandsseafood20.com,https://www.netherlandsseafood20.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood20,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Wholesale #21,contact@netherlandsseafood21.com,https://www.netherlandsseafood21.com,Rotterdam,Rotterdam,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Aquatic Products #22,contact@netherlandsseafood22.com,https://www.netherlandsseafood22.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood22,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Gourmet Foods #23,contact@netherlandsseafood23.com,https://www.netherlandsseafood23.com,IJmuiden,IJmuiden,Netherlands,N/A,LinkedIn /company/netherlandsseafood23,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fresh Seafoods #24,contact@netherlandsseafood24.com,https://www.netherlandsseafood24.com,Utrecht,Utrecht,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Trading #25,contact@netherlandsseafood25.com,https://www.netherlandsseafood25.com,Eindhoven,Eindhoven,Netherlands,N/A,LinkedIn /company/netherlandsseafood25,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Global Marine #26,contact@netherlandsseafood26.com,https://www.netherlandsseafood26.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood26,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Imports #27,contact@netherlandsseafood27.com,https://www.netherlandsseafood27.com,Amsterdam,Amsterdam,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),HORECA Procurement #28,contact@netherlandsseafood28.com,https://www.netherlandsseafood28.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood28,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Wholesale #29,contact@netherlandsseafood29.com,https://www.netherlandsseafood29.com,Utrecht,Utrecht,Netherlands,N/A,LinkedIn /company/netherlandsseafood29,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Aquatic Products #30,contact@netherlandsseafood30.com,https://www.netherlandsseafood30.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Gourmet Foods #31,contact@netherlandsseafood31.com,https://www.netherlandsseafood31.com,Rotterdam,Rotterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood31,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fresh Seafoods #32,contact@netherlandsseafood32.com,https://www.netherlandsseafood32.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood32,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Trading #33,contact@netherlandsseafood33.com,https://www.netherlandsseafood33.com,IJmuiden,IJmuiden,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Global Marine #34,contact@netherlandsseafood34.com,https://www.netherlandsseafood34.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood34,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Imports #35,contact@netherlandsseafood35.com,https://www.netherlandsseafood35.com,Eindhoven,Eindhoven,Netherlands,N/A,LinkedIn /company/netherlandsseafood35,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),HORECA Procurement #36,contact@netherlandsseafood36.com,https://www.netherlandsseafood36.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Wholesale #37,contact@netherlandsseafood37.com,https://www.netherlandsseafood37.com,Amsterdam,Amsterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood37,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Aquatic Products #38,contact@netherlandsseafood38.com,https://www.netherlandsseafood38.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood38,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Gourmet Foods #39,contact@netherlandsseafood39.com,https://www.netherlandsseafood39.com,Utrecht,Utrecht,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fresh Seafoods #40,contact@netherlandsseafood40.com,https://www.netherlandsseafood40.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood40,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Trading #41,contact@netherlandsseafood41.com,https://www.netherlandsseafood41.com,Rotterdam,Rotterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood41,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Global Marine #42,contact@netherlandsseafood42.com,https://www.netherlandsseafood42.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Imports #43,contact@netherlandsseafood43.com,https://www.netherlandsseafood43.com,IJmuiden,IJmuiden,Netherlands,N/A,LinkedIn /company/netherlandsseafood43,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),HORECA Procurement #44,contact@netherlandsseafood44.com,https://www.netherlandsseafood44.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood44,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Seafood Wholesale #45,contact@netherlandsseafood45.com,https://www.netherlandsseafood45.com,Eindhoven,Eindhoven,Netherlands,N/A,N/A,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
