데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가,Verified_CINFO,Ver_Msg,Ver_SNS
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Seafood Logistics,https://www.google.com/search?q=Bremerhaven%20Seafood%20Logistics+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,WhatsApp,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Seafood+Logistics+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Pacific Trading,https://www.google.com/search?q=Hamburg%20Pacific%20Trading+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Pacific+Trading+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Atlantic Distributors,https://www.google.com/search?q=Munich%20Atlantic%20Distributors+Munich,,,,,,,,Munich,Munich,Germany,WhatsApp,LinkedIn /company/germanyseafood12,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Atlantic+Distributors+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Seafood Trading,https://www.google.com/search?q=Frankfurt%20Seafood%20Trading+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Seafood+Trading+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Global Marine,https://www.google.com/search?q=Berlin%20Global%20Marine+Berlin,,,,,,,,Berlin,Berlin,Germany,WhatsApp,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Global+Marine+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Asian Food Imports,https://www.google.com/search?q=Bremerhaven%20Asian%20Food%20Imports+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,,LinkedIn /company/germanyseafood15,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Asian+Food+Imports+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg HORECA Procurement,https://www.google.com/search?q=Hamburg%20HORECA%20Procurement+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,WhatsApp,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+HORECA+Procurement+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Seafood Wholesale,https://www.google.com/search?q=Munich%20Seafood%20Wholesale+Munich,,,,,,,,Munich,Munich,Germany,,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Seafood+Wholesale+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Aquatic Products,https://www.google.com/search?q=Frankfurt%20Aquatic%20Products+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,WhatsApp,LinkedIn /company/germanyseafood18,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Aquatic+Products+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Gourmet Foods,https://www.google.com/search?q=Berlin%20Gourmet%20Foods+Berlin,,,,,,,,Berlin,Berlin,Germany,,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Gourmet+Foods+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Fresh Seafoods,https://www.google.com/search?q=Bremerhaven%20Fresh%20Seafoods+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,WhatsApp,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Fresh+Seafoods+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Oceanic Imports,https://www.google.com/search?q=Hamburg%20Oceanic%20Imports+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,,LinkedIn /company/germanyseafood21,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Oceanic+Imports+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Seafood Logistics,https://www.google.com/search?q=Munich%20Seafood%20Logistics+Munich,,,,,,,,Munich,Munich,Germany,WhatsApp,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Seafood+Logistics+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Pacific Trading,https://www.google.com/search?q=Frankfurt%20Pacific%20Trading+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Pacific+Trading+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Atlantic Distributors,https://www.google.com/search?q=Berlin%20Atlantic%20Distributors+Berlin,,,,,,,,Berlin,Berlin,Germany,WhatsApp,LinkedIn /company/germanyseafood24,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Atlantic+Distributors+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Seafood Trading,https://www.google.com/search?q=Bremerhaven%20Seafood%20Trading+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Seafood+Trading+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Global Marine,https://www.google.com/search?q=Hamburg%20Global%20Marine+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,WhatsApp,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Global+Marine+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Asian Food Imports,https://www.google.com/search?q=Munich%20Asian%20Food%20Imports+Munich,,,,,,,,Munich,Munich,Germany,,LinkedIn /company/germanyseafood27,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Asian+Food+Imports+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt HORECA Procurement,https://www.google.com/search?q=Frankfurt%20HORECA%20Procurement+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,WhatsApp,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+HORECA+Procurement+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Seafood Wholesale,https://www.google.com/search?q=Berlin%20Seafood%20Wholesale+Berlin,,,,,,,,Berlin,Berlin,Germany,,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Seafood+Wholesale+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Aquatic Products,https://www.google.com/search?q=Bremerhaven%20Aquatic%20Products+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,WhatsApp,LinkedIn /company/germanyseafood30,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Aquatic+Products+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Gourmet Foods,https://www.google.com/search?q=Hamburg%20Gourmet%20Foods+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Gourmet+Foods+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Fresh Seafoods,https://www.google.com/search?q=Munich%20Fresh%20Seafoods+Munich,,,,,,,,Munich,Munich,Germany,WhatsApp,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Fresh+Seafoods+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Oceanic Imports,https://www.google.com/search?q=Frankfurt%20Oceanic%20Imports+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,,LinkedIn /company/germanyseafood33,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Oceanic+Imports+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Seafood Logistics,https://www.google.com/search?q=Berlin%20Seafood%20Logistics+Berlin,,,,,,,,Berlin,Berlin,Germany,WhatsApp,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Seafood+Logistics+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Pacific Trading,https://www.google.com/search?q=Bremerhaven%20Pacific%20Trading+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Pacific+Trading+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Atlantic Distributors,https://www.google.com/search?q=Hamburg%20Atlantic%20Distributors+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,WhatsApp,LinkedIn /company/germanyseafood36,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Atlantic+Distributors+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Seafood Trading,https://www.google.com/search?q=Munich%20Seafood%20Trading+Munich,,,,,,,,Munich,Munich,Germany,,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Seafood+Trading+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Global Marine,https://www.google.com/search?q=Frankfurt%20Global%20Marine+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,WhatsApp,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Global+Marine+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Asian Food Imports,https://www.google.com/search?q=Berlin%20Asian%20Food%20Imports+Berlin,,,,,,,,Berlin,Berlin,Germany,,LinkedIn /company/germanyseafood39,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Asian+Food+Imports+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven HORECA Procurement,https://www.google.com/search?q=Bremerhaven%20HORECA%20Procurement+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,WhatsApp,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+HORECA+Procurement+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Seafood Wholesale,https://www.google.com/search?q=Hamburg%20Seafood%20Wholesale+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Seafood+Wholesale+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Aquatic Products,https://www.google.com/search?q=Munich%20Aquatic%20Products+Munich,,,,,,,,Munich,Munich,Germany,WhatsApp,LinkedIn /company/germanyseafood42,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Aquatic+Products+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Gourmet Foods,https://www.google.com/search?q=Frankfurt%20Gourmet%20Foods+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Gourmet+Foods+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Fresh Seafoods,https://www.google.com/search?q=Berlin%20Fresh%20Seafoods+Berlin,,,,,,,,Berlin,Berlin,Germany,WhatsApp,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Fresh+Seafoods+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Oceanic Imports,https://www.google.com/search?q=Bremerhaven%20Oceanic%20Imports+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,,LinkedIn /company/germanyseafood45,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Oceanic+Imports+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Seafood Logistics,https://www.google.com/search?q=Hamburg%20Seafood%20Logistics+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,WhatsApp,,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Seafood+Logistics+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Pacific Trading,https://www.google.com/search?q=Munich%20Pacific%20Trading+Munich,,,,,,,,Munich,Munich,Germany,,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+Pacific+Trading+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Atlantic Distributors,https://www.google.com/search?q=Frankfurt%20Atlantic%20Distributors+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,WhatsApp,LinkedIn /company/germanyseafood48,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Atlantic+Distributors+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Seafood Trading,https://www.google.com/search?q=Berlin%20Seafood%20Trading+Berlin,,,,,,,,Berlin,Berlin,Germany,,,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Seafood+Trading+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Global Marine,https://www.google.com/search?q=Bremerhaven%20Global%20Marine+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,WhatsApp,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Global+Marine+Bremerhaven+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Asian Food Imports,https://www.google.com/search?q=Hamburg%20Asian%20Food%20Imports+Hamburg,,,,,,,,Hamburg,Hamburg,Germany,,LinkedIn /company/germanyseafood51,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Hamburg+Asian+Food+Imports+Hamburg+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich HORECA Procurement,https://www.google.com/search?q=Munich%20HORECA%20Procurement+Munich,,,,,,,,Munich,Munich,Germany,WhatsApp,,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Munich+HORECA+Procurement+Munich+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Seafood Wholesale,https://www.google.com/search?q=Frankfurt%20Seafood%20Wholesale+Frankfurt,,,,,,,,Frankfurt,Frankfurt,Germany,,,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Frankfurt+Seafood+Wholesale+Frankfurt+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Aquatic Products,https://www.google.com/search?q=Berlin%20Aquatic%20Products+Berlin,,,,,,,,Berlin,Berlin,Germany,WhatsApp,LinkedIn /company/germanyseafood54,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Berlin+Aquatic+Products+Berlin+Germany,,
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Gourmet Foods,https://www.google.com/search?q=Bremerhaven%20Gourmet%20Foods+Bremerhaven,,,,,,,,Bremerhaven,Bremerhaven,Germany,,,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)",https://www.google.com/maps/search/?api=1&query=Bremerhaven+Gourmet+Foods+Bremerhaven+Germany,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Atariya Foods,https://atariya.co.uk/about-us,O,https://atariya.co.uk,https://atariya.co.uk,O,enquiries@atariya.co.uk,https://atariya.co.uk/contact-us,O,London,Greater London,United Kingdom,,Facebook @AtariyaFoods,영국 런던 횟감용 수산물 전문 수입 도소매 유통사,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Atariya+Foods+London+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Manchester Global Marine,https://www.google.com/search?q=Manchester%20Global%20Marine+Manchester,,,,,,,,Manchester,Manchester,United Kingdom,WhatsApp,,영국 현지 Manchester 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Manchester+Global+Marine+Manchester+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Birmingham Asian Food Imports,https://www.google.com/search?q=Birmingham%20Asian%20Food%20Imports+Birmingham,,,,,,,,Birmingham,Birmingham,United Kingdom,,LinkedIn /company/unitedkingdomseafood3,영국 현지 Birmingham 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Birmingham+Asian+Food+Imports+Birmingham+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Edinburgh HORECA Procurement,https://www.google.com/search?q=Edinburgh%20HORECA%20Procurement+Edinburgh,,,,,,,,Edinburgh,Edinburgh,United Kingdom,WhatsApp,,영국 현지 Edinburgh 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Edinburgh+HORECA+Procurement+Edinburgh+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Glasgow Seafood Wholesale,https://www.google.com/search?q=Glasgow%20Seafood%20Wholesale+Glasgow,,,,,,,,Glasgow,Glasgow,United Kingdom,,,영국 현지 Glasgow 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Glasgow+Seafood+Wholesale+Glasgow+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),London Aquatic Products,https://www.google.com/search?q=London%20Aquatic%20Products+London,,,,,,,,London,London,United Kingdom,WhatsApp,LinkedIn /company/unitedkingdomseafood6,영국 현지 London 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=London+Aquatic+Products+London+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Manchester Gourmet Foods,https://www.google.com/search?q=Manchester%20Gourmet%20Foods+Manchester,,,,,,,,Manchester,Manchester,United Kingdom,,,영국 현지 Manchester 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Manchester+Gourmet+Foods+Manchester+United+Kingdom,,
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Birmingham Fresh Seafoods,https://www.google.com/search?q=Birmingham%20Fresh%20Seafoods+Birmingham,,,,,,,,Birmingham,Birmingham,United Kingdom,WhatsApp,,영국 현지 Birmingham 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $13.50/병), IQF 냉동전복 (CIF $30.00)",https://www.google.com/maps/search/?api=1&query=Birmingham+Fresh+Seafoods+Birmingham+United+Kingdom,,
