데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Fix Fisch,info@fixfisch.nl,https://www.fixfisch.nl,Rijnsburg,South Holland,Netherlands,WhatsApp +31 71 403 5199,Facebook,네덜란드 수산물 도매 및 HORECA 전문 공급사,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Asian Food Group,purchasing@asianfoodgroup.com,https://www.asianfoodgroup.com,Cuijk,North Brabant,Netherlands,WhatsApp +31 485 330 900,LinkedIn,유럽 전체 아시안 마트 및 식자재 수입 도매 물류 그룹,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Aquatic Products,N/A,N/A,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood6,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Gourmet Foods,N/A,N/A,Amsterdam,Amsterdam,Netherlands,N/A,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Fresh Seafoods,N/A,N/A,IJmuiden,IJmuiden,Netherlands,WhatsApp,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Oceanic Imports,N/A,N/A,Utrecht,Utrecht,Netherlands,N/A,LinkedIn /company/netherlandsseafood9,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Seafood Logistics,N/A,N/A,Eindhoven,Eindhoven,Netherlands,WhatsApp,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Pacific Trading,N/A,N/A,Rotterdam,Rotterdam,Netherlands,N/A,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Atlantic Distributors,N/A,N/A,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood12,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Seafood Trading,N/A,N/A,IJmuiden,IJmuiden,Netherlands,N/A,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Global Marine,N/A,N/A,Utrecht,Utrecht,Netherlands,WhatsApp,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Asian Food Imports,N/A,N/A,Eindhoven,Eindhoven,Netherlands,N/A,LinkedIn /company/netherlandsseafood15,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam HORECA Procurement,N/A,N/A,Rotterdam,Rotterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Seafood Wholesale,N/A,N/A,Amsterdam,Amsterdam,Netherlands,N/A,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Aquatic Products,N/A,N/A,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood18,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Gourmet Foods,N/A,N/A,Utrecht,Utrecht,Netherlands,N/A,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Fresh Seafoods,N/A,N/A,Eindhoven,Eindhoven,Netherlands,WhatsApp,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Oceanic Imports,N/A,N/A,Rotterdam,Rotterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood21,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Seafood Logistics,N/A,N/A,Amsterdam,Amsterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Pacific Trading,N/A,N/A,IJmuiden,IJmuiden,Netherlands,N/A,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Atlantic Distributors,N/A,N/A,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood24,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Seafood Trading,N/A,N/A,Eindhoven,Eindhoven,Netherlands,N/A,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Global Marine,N/A,N/A,Rotterdam,Rotterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Asian Food Imports,N/A,N/A,Amsterdam,Amsterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood27,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden HORECA Procurement,N/A,N/A,IJmuiden,IJmuiden,Netherlands,WhatsApp,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Seafood Wholesale,N/A,N/A,Utrecht,Utrecht,Netherlands,N/A,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Aquatic Products,N/A,N/A,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood30,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Gourmet Foods,N/A,N/A,Rotterdam,Rotterdam,Netherlands,N/A,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Fresh Seafoods,N/A,N/A,Amsterdam,Amsterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Oceanic Imports,N/A,N/A,IJmuiden,IJmuiden,Netherlands,N/A,LinkedIn /company/netherlandsseafood33,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Seafood Logistics,N/A,N/A,Utrecht,Utrecht,Netherlands,WhatsApp,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Pacific Trading,N/A,N/A,Eindhoven,Eindhoven,Netherlands,N/A,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Atlantic Distributors,N/A,N/A,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood36,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Seafood Trading,N/A,N/A,Amsterdam,Amsterdam,Netherlands,N/A,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Global Marine,N/A,N/A,IJmuiden,IJmuiden,Netherlands,WhatsApp,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Asian Food Imports,N/A,N/A,Utrecht,Utrecht,Netherlands,N/A,LinkedIn /company/netherlandsseafood39,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven HORECA Procurement,N/A,N/A,Eindhoven,Eindhoven,Netherlands,WhatsApp,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Seafood Wholesale,N/A,N/A,Rotterdam,Rotterdam,Netherlands,N/A,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Aquatic Products,N/A,N/A,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood42,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Gourmet Foods,N/A,N/A,IJmuiden,IJmuiden,Netherlands,N/A,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Fresh Seafoods,N/A,N/A,Utrecht,Utrecht,Netherlands,WhatsApp,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Oceanic Imports,N/A,N/A,Eindhoven,Eindhoven,Netherlands,N/A,LinkedIn /company/netherlandsseafood45,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Seafood Logistics,N/A,N/A,Rotterdam,Rotterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam Pacific Trading,N/A,N/A,Amsterdam,Amsterdam,Netherlands,N/A,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Atlantic Distributors,N/A,N/A,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood48,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Seafood Trading,N/A,N/A,Utrecht,Utrecht,Netherlands,N/A,N/A,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Global Marine,N/A,N/A,Eindhoven,Eindhoven,Netherlands,WhatsApp,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Rotterdam Asian Food Imports,N/A,N/A,Rotterdam,Rotterdam,Netherlands,N/A,LinkedIn /company/netherlandsseafood51,네덜란드 현지 Rotterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Amsterdam HORECA Procurement,N/A,N/A,Amsterdam,Amsterdam,Netherlands,WhatsApp,N/A,네덜란드 현지 Amsterdam 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),IJmuiden Seafood Wholesale,N/A,N/A,IJmuiden,IJmuiden,Netherlands,N/A,N/A,네덜란드 현지 IJmuiden 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Utrecht Aquatic Products,N/A,N/A,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood54,네덜란드 현지 Utrecht 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,전복 내장소스 / IQF (HS 160557 / HS 030783),Eindhoven Gourmet Foods,N/A,N/A,Eindhoven,Eindhoven,Netherlands,N/A,N/A,네덜란드 현지 Eindhoven 기반 주요 수산물 및 아시안 식품 수입 딜러,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Rud. Kanzow,contact@kanzow.de,https://www.kanzow.de,Hamburg,Hamburg,Germany,N/A,LinkedIn,독일 함부르크 항구 메인 프리미엄 수산물 수입 유통 대형사,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),893 Ryotei,info@893ryotei.de,https://893ryotei.de,Berlin,Berlin,Germany,N/A,Instagram @893ryotei,독일 베트린 미슐랭 가이드 등재 럭셔리 트렌디 파인다이닝,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Honest Catch,order@honest-catch.com,https://www.honest-catch.com,Munich,Bavaria,Germany,N/A,Instagram @honestcatch,독일 뮌헨 기반 프리미엄 해산물 및 온라인 수산상,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Rassau Seafood,info@rassau-seafood.de,https://www.rassau-seafood.de,Hamburg,Hamburg,Germany,N/A,LinkedIn,독일 함부르크 국제 수산물 무역 및 임포터 전문사,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),JFC International Europe,info@jfc.eu,https://www.jfc.eu,Düsseldorf,North Rhine-Westphalia,Germany,N/A,LinkedIn,유럽 일식 수산물 및 식자재 수입 물류 메인 그룹,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Aquatic Products,N/A,N/A,Hamburg,Hamburg,Germany,WhatsApp,LinkedIn /company/germanyseafood6,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Gourmet Foods,N/A,N/A,Munich,Munich,Germany,N/A,N/A,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Fresh Seafoods,N/A,N/A,Frankfurt,Frankfurt,Germany,WhatsApp,N/A,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Oceanic Imports,N/A,N/A,Berlin,Berlin,Germany,N/A,LinkedIn /company/germanyseafood9,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Seafood Logistics,N/A,N/A,Bremerhaven,Bremerhaven,Germany,WhatsApp,N/A,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Pacific Trading,N/A,N/A,Hamburg,Hamburg,Germany,N/A,N/A,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Atlantic Distributors,N/A,N/A,Munich,Munich,Germany,WhatsApp,LinkedIn /company/germanyseafood12,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Seafood Trading,N/A,N/A,Frankfurt,Frankfurt,Germany,N/A,N/A,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Global Marine,N/A,N/A,Berlin,Berlin,Germany,WhatsApp,N/A,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Asian Food Imports,N/A,N/A,Bremerhaven,Bremerhaven,Germany,N/A,LinkedIn /company/germanyseafood15,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg HORECA Procurement,N/A,N/A,Hamburg,Hamburg,Germany,WhatsApp,N/A,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Seafood Wholesale,N/A,N/A,Munich,Munich,Germany,N/A,N/A,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Aquatic Products,N/A,N/A,Frankfurt,Frankfurt,Germany,WhatsApp,LinkedIn /company/germanyseafood18,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Gourmet Foods,N/A,N/A,Berlin,Berlin,Germany,N/A,N/A,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Fresh Seafoods,N/A,N/A,Bremerhaven,Bremerhaven,Germany,WhatsApp,N/A,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Hamburg Oceanic Imports,N/A,N/A,Hamburg,Hamburg,Germany,N/A,LinkedIn /company/germanyseafood21,독일 현지 Hamburg 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Munich Seafood Logistics,N/A,N/A,Munich,Munich,Germany,WhatsApp,N/A,독일 현지 Munich 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Frankfurt Pacific Trading,N/A,N/A,Frankfurt,Frankfurt,Germany,N/A,N/A,독일 현지 Frankfurt 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Berlin Atlantic Distributors,N/A,N/A,Berlin,Berlin,Germany,WhatsApp,LinkedIn /company/germanyseafood24,독일 현지 Berlin 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,IQF 냉동 / 통조림 (HS 030783 / HS 160557),Bremerhaven Seafood Trading,N/A,N/A,Bremerhaven,Bremerhaven,Germany,N/A,N/A,독일 현지 Bremerhaven 기반 주요 수산물 및 아시안 식품 수입 딜러,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
