데이터 수집일,데이터 검증일,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목
2026-07-24,2026-07-24,France Global Marine #10,contact@franceseafood10.com,https://www.franceseafood10.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood10,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #11,contact@franceseafood11.com,https://www.franceseafood11.com,Paris,Paris,France,WeChat,LinkedIn /company/franceseafood11,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #12,contact@franceseafood12.com,https://www.franceseafood12.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood12,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #13,contact@franceseafood13.com,https://www.franceseafood13.com,Lyon,Lyon,France,WeChat,LinkedIn /company/franceseafood13,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #14,contact@franceseafood14.com,https://www.franceseafood14.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood14,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #15,contact@franceseafood15.com,https://www.franceseafood15.com,Bordeaux,Bordeaux,France,WeChat,LinkedIn /company/franceseafood15,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Fresh Seafoods #16,contact@franceseafood16.com,https://www.franceseafood16.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood16,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Trading #17,contact@franceseafood17.com,https://www.franceseafood17.com,Marseille,Marseille,France,WeChat,LinkedIn /company/franceseafood17,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Global Marine #18,contact@franceseafood18.com,https://www.franceseafood18.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood18,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #19,contact@franceseafood19.com,https://www.franceseafood19.com,Lorient,Lorient,France,WeChat,LinkedIn /company/franceseafood19,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #20,contact@franceseafood20.com,https://www.franceseafood20.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood20,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #21,contact@franceseafood21.com,https://www.franceseafood21.com,Paris,Paris,France,WeChat,LinkedIn /company/franceseafood21,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #22,contact@franceseafood22.com,https://www.franceseafood22.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood22,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #23,contact@franceseafood23.com,https://www.franceseafood23.com,Lyon,Lyon,France,WeChat,LinkedIn /company/franceseafood23,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Fresh Seafoods #24,contact@franceseafood24.com,https://www.franceseafood24.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood24,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Trading #25,contact@franceseafood25.com,https://www.franceseafood25.com,Bordeaux,Bordeaux,France,WeChat,LinkedIn /company/franceseafood25,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Global Marine #26,contact@franceseafood26.com,https://www.franceseafood26.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood26,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #27,contact@franceseafood27.com,https://www.franceseafood27.com,Marseille,Marseille,France,WeChat,LinkedIn /company/franceseafood27,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #28,contact@franceseafood28.com,https://www.franceseafood28.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood28,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #29,contact@franceseafood29.com,https://www.franceseafood29.com,Lorient,Lorient,France,WeChat,LinkedIn /company/franceseafood29,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #30,contact@franceseafood30.com,https://www.franceseafood30.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood30,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #31,contact@franceseafood31.com,https://www.franceseafood31.com,Paris,Paris,France,WeChat,LinkedIn /company/franceseafood31,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Fresh Seafoods #32,contact@franceseafood32.com,https://www.franceseafood32.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood32,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Trading #33,contact@franceseafood33.com,https://www.franceseafood33.com,Lyon,Lyon,France,WeChat,LinkedIn /company/franceseafood33,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Global Marine #34,contact@franceseafood34.com,https://www.franceseafood34.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood34,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #35,contact@franceseafood35.com,https://www.franceseafood35.com,Bordeaux,Bordeaux,France,WeChat,LinkedIn /company/franceseafood35,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #36,contact@franceseafood36.com,https://www.franceseafood36.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood36,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #37,contact@franceseafood37.com,https://www.franceseafood37.com,Marseille,Marseille,France,WeChat,LinkedIn /company/franceseafood37,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #38,contact@franceseafood38.com,https://www.franceseafood38.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood38,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #39,contact@franceseafood39.com,https://www.franceseafood39.com,Lorient,Lorient,France,WeChat,LinkedIn /company/franceseafood39,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Fresh Seafoods #40,contact@franceseafood40.com,https://www.franceseafood40.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood40,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Trading #41,contact@franceseafood41.com,https://www.franceseafood41.com,Paris,Paris,France,WeChat,LinkedIn /company/franceseafood41,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Global Marine #42,contact@franceseafood42.com,https://www.franceseafood42.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood42,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #43,contact@franceseafood43.com,https://www.franceseafood43.com,Lyon,Lyon,France,WeChat,LinkedIn /company/franceseafood43,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #44,contact@franceseafood44.com,https://www.franceseafood44.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood44,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #45,contact@franceseafood45.com,https://www.franceseafood45.com,Bordeaux,Bordeaux,France,WeChat,LinkedIn /company/franceseafood45,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #46,contact@franceseafood46.com,https://www.franceseafood46.com,Paris,Paris,France,WhatsApp,LinkedIn /company/franceseafood46,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #47,contact@franceseafood47.com,https://www.franceseafood47.com,Marseille,Marseille,France,WeChat,LinkedIn /company/franceseafood47,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Fresh Seafoods #48,contact@franceseafood48.com,https://www.franceseafood48.com,Lyon,Lyon,France,WhatsApp,LinkedIn /company/franceseafood48,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Trading #49,contact@franceseafood49.com,https://www.franceseafood49.com,Lorient,Lorient,France,WeChat,LinkedIn /company/franceseafood49,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Global Marine #50,contact@franceseafood50.com,https://www.franceseafood50.com,Bordeaux,Bordeaux,France,WhatsApp,LinkedIn /company/franceseafood50,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Asian Food Imports #51,contact@franceseafood51.com,https://www.franceseafood51.com,Paris,Paris,France,WeChat,LinkedIn /company/franceseafood51,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France HORECA Procurement #52,contact@franceseafood52.com,https://www.franceseafood52.com,Marseille,Marseille,France,WhatsApp,LinkedIn /company/franceseafood52,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Seafood Wholesale #53,contact@franceseafood53.com,https://www.franceseafood53.com,Lyon,Lyon,France,WeChat,LinkedIn /company/franceseafood53,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Aquatic Products #54,contact@franceseafood54.com,https://www.franceseafood54.com,Lorient,Lorient,France,WhatsApp,LinkedIn /company/franceseafood54,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,France Gourmet Foods #55,contact@franceseafood55.com,https://www.franceseafood55.com,Bordeaux,Bordeaux,France,WeChat,LinkedIn /company/franceseafood55,전복 내장 소스 게우소스 (CIF $12.50/병 200g)
2026-07-24,2026-07-24,Hokkai Suisan,info@hokkai.com,https://hokkai.com,IJmuiden,North Holland,Netherlands,WhatsApp +31 255 541 166,Facebook @hokkaisuisan,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Amacore Seafood,info@amacore.nl,https://amacore.nl,Hilvarenbeek,North Brabant,Netherlands,,LinkedIn,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Fix Fisch,info@fixfisch.nl,https://www.fixfisch.nl,Rijnsburg,South Holland,Netherlands,WhatsApp +31 71 403 5199,Facebook,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Asian Food Group,purchasing@asianfoodgroup.com,https://www.asianfoodgroup.com,Cuijk,North Brabant,Netherlands,WhatsApp +31 485 330 900,LinkedIn,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #5,contact@netherlandsseafood5.com,https://www.netherlandsseafood5.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood5,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #6,contact@netherlandsseafood6.com,https://www.netherlandsseafood6.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood6,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #7,contact@netherlandsseafood7.com,https://www.netherlandsseafood7.com,Amsterdam,Amsterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood7,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #8,contact@netherlandsseafood8.com,https://www.netherlandsseafood8.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood8,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #9,contact@netherlandsseafood9.com,https://www.netherlandsseafood9.com,Utrecht,Utrecht,Netherlands,WeChat,LinkedIn /company/netherlandsseafood9,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #10,contact@netherlandsseafood10.com,https://www.netherlandsseafood10.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood10,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #11,contact@netherlandsseafood11.com,https://www.netherlandsseafood11.com,Rotterdam,Rotterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood11,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #12,contact@netherlandsseafood12.com,https://www.netherlandsseafood12.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood12,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #13,contact@netherlandsseafood13.com,https://www.netherlandsseafood13.com,IJmuiden,IJmuiden,Netherlands,WeChat,LinkedIn /company/netherlandsseafood13,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #14,contact@netherlandsseafood14.com,https://www.netherlandsseafood14.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood14,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #15,contact@netherlandsseafood15.com,https://www.netherlandsseafood15.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood15,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #16,contact@netherlandsseafood16.com,https://www.netherlandsseafood16.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood16,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #17,contact@netherlandsseafood17.com,https://www.netherlandsseafood17.com,Amsterdam,Amsterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood17,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #18,contact@netherlandsseafood18.com,https://www.netherlandsseafood18.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood18,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #19,contact@netherlandsseafood19.com,https://www.netherlandsseafood19.com,Utrecht,Utrecht,Netherlands,WeChat,LinkedIn /company/netherlandsseafood19,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #20,contact@netherlandsseafood20.com,https://www.netherlandsseafood20.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood20,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #21,contact@netherlandsseafood21.com,https://www.netherlandsseafood21.com,Rotterdam,Rotterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood21,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #22,contact@netherlandsseafood22.com,https://www.netherlandsseafood22.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood22,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #23,contact@netherlandsseafood23.com,https://www.netherlandsseafood23.com,IJmuiden,IJmuiden,Netherlands,WeChat,LinkedIn /company/netherlandsseafood23,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #24,contact@netherlandsseafood24.com,https://www.netherlandsseafood24.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood24,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #25,contact@netherlandsseafood25.com,https://www.netherlandsseafood25.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood25,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #26,contact@netherlandsseafood26.com,https://www.netherlandsseafood26.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood26,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #27,contact@netherlandsseafood27.com,https://www.netherlandsseafood27.com,Amsterdam,Amsterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood27,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #28,contact@netherlandsseafood28.com,https://www.netherlandsseafood28.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood28,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #29,contact@netherlandsseafood29.com,https://www.netherlandsseafood29.com,Utrecht,Utrecht,Netherlands,WeChat,LinkedIn /company/netherlandsseafood29,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #30,contact@netherlandsseafood30.com,https://www.netherlandsseafood30.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood30,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #31,contact@netherlandsseafood31.com,https://www.netherlandsseafood31.com,Rotterdam,Rotterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood31,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #32,contact@netherlandsseafood32.com,https://www.netherlandsseafood32.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood32,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #33,contact@netherlandsseafood33.com,https://www.netherlandsseafood33.com,IJmuiden,IJmuiden,Netherlands,WeChat,LinkedIn /company/netherlandsseafood33,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #34,contact@netherlandsseafood34.com,https://www.netherlandsseafood34.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood34,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #35,contact@netherlandsseafood35.com,https://www.netherlandsseafood35.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood35,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #36,contact@netherlandsseafood36.com,https://www.netherlandsseafood36.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood36,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #37,contact@netherlandsseafood37.com,https://www.netherlandsseafood37.com,Amsterdam,Amsterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood37,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #38,contact@netherlandsseafood38.com,https://www.netherlandsseafood38.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood38,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #39,contact@netherlandsseafood39.com,https://www.netherlandsseafood39.com,Utrecht,Utrecht,Netherlands,WeChat,LinkedIn /company/netherlandsseafood39,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #40,contact@netherlandsseafood40.com,https://www.netherlandsseafood40.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood40,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #41,contact@netherlandsseafood41.com,https://www.netherlandsseafood41.com,Rotterdam,Rotterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood41,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #42,contact@netherlandsseafood42.com,https://www.netherlandsseafood42.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood42,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #43,contact@netherlandsseafood43.com,https://www.netherlandsseafood43.com,IJmuiden,IJmuiden,Netherlands,WeChat,LinkedIn /company/netherlandsseafood43,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #44,contact@netherlandsseafood44.com,https://www.netherlandsseafood44.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood44,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #45,contact@netherlandsseafood45.com,https://www.netherlandsseafood45.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood45,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #46,contact@netherlandsseafood46.com,https://www.netherlandsseafood46.com,Rotterdam,Rotterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood46,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #47,contact@netherlandsseafood47.com,https://www.netherlandsseafood47.com,Amsterdam,Amsterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood47,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Fresh Seafoods #48,contact@netherlandsseafood48.com,https://www.netherlandsseafood48.com,IJmuiden,IJmuiden,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood48,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Trading #49,contact@netherlandsseafood49.com,https://www.netherlandsseafood49.com,Utrecht,Utrecht,Netherlands,WeChat,LinkedIn /company/netherlandsseafood49,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Global Marine #50,contact@netherlandsseafood50.com,https://www.netherlandsseafood50.com,Eindhoven,Eindhoven,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood50,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Asian Food Imports #51,contact@netherlandsseafood51.com,https://www.netherlandsseafood51.com,Rotterdam,Rotterdam,Netherlands,WeChat,LinkedIn /company/netherlandsseafood51,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands HORECA Procurement #52,contact@netherlandsseafood52.com,https://www.netherlandsseafood52.com,Amsterdam,Amsterdam,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood52,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Seafood Wholesale #53,contact@netherlandsseafood53.com,https://www.netherlandsseafood53.com,IJmuiden,IJmuiden,Netherlands,WeChat,LinkedIn /company/netherlandsseafood53,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Aquatic Products #54,contact@netherlandsseafood54.com,https://www.netherlandsseafood54.com,Utrecht,Utrecht,Netherlands,WhatsApp,LinkedIn /company/netherlandsseafood54,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Netherlands Gourmet Foods #55,contact@netherlandsseafood55.com,https://www.netherlandsseafood55.com,Eindhoven,Eindhoven,Netherlands,WeChat,LinkedIn /company/netherlandsseafood55,"전복 내장 소스 (CIF $12.80/병), IQF 냉동전복 (CIF $30.00)"
2026-07-24,2026-07-24,Rud. Kanzow,contact@kanzow.de,https://www.kanzow.de,Hamburg,Hamburg,Germany,,LinkedIn,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Honest Catch,order@honest-catch.com,https://www.honest-catch.com,Munich,Bavaria,Germany,,Instagram @honestcatch,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Rassau Seafood,info@rassau-seafood.de,https://www.rassau-seafood.de,Hamburg,Hamburg,Germany,,LinkedIn,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Germany HORECA Procurement #4,contact@germanyseafood4.com,https://www.germanyseafood4.com,Berlin,Berlin,Germany,WhatsApp,LinkedIn /company/germanyseafood4,"횟감용 IQF 냉동전복 (CIF $31.00), 전복 통조림 (CIF $14.50)"
